Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review
1906804,3/12/2012,1 Bedroom Apt - Close to JFK & City,Brooklyn,Apartment,85,Entire home/apt,11208,1,1,25,82,89
1908073,3/12/2012,Beautiful 1br in Prime West Village,Manhattan,Apartment,95,Entire home/apt,10014,1,1,18,200,95
1911420,3/12/2012,AMAZING APT ON 48TH/9AVE. NYC 4PPL.,Manhattan,Apartment,80,Entire home/apt,10019,2,1,8,155,83
1911420,3/12/2012,COZY MODERM APT IN TIMES SQ 3 PPL,Manhattan,Apartment,80,Entire home/apt,10019,2,1,5,125,80
1911420,3/12/2012,LUXURY 3 BEDROOM APT/ TIMES SQ 5PPL,Manhattan,Apartment,90,Entire home/apt,10019,3,1,7,259,91
1911420,3/12/2012,AMAZING 2 BED APT/ UPPER WEST SIDE,Manhattan,Apartment,80,Entire home/apt,10031,3,1,32,169,82
1911420,3/12/2012,LUXURY EXCLUSIVE APT IN TIME SQUAR,Manhattan,Apartment,85,Entire home/apt,10036,2,1,7,175,86
1911592,3/12/2012,Studio in  the Upper East Side,Manhattan,Apartment,95,Entire home/apt,10075,1,1,10,160,96
1906150,3/12/2012,Your own studio apt in Upper East,Manhattan,Apartment,85,Entire home/apt,10128,1,1,34,120,88
1911685,3/12/2012,Cosy Studio in Queens near LGA,Queens,Apartment,85,Entire home/apt,11377,2,1,5,110,85
1915682,3/13/2012,"Sunny, cozy apt in Brooklyn Heights",Brooklyn,Apartment,90,Entire home/apt,11201,1,1,4,99,93
1912541,3/13/2012,Large 1 Bedroom in Bushwick,Brooklyn,Apartment,100,Entire home/apt,11221,1,1,3,95,100
1919115,3/13/2012,Cozy Studio Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11230,2,1,8,99,93
1918890,3/13/2012,Bright apt in the Lower East Side,Manhattan,Apartment,90,Entire home/apt,10002,1,1,13,189,91
1918950,3/13/2012,Spacious 2 BR Apt - Lower East Side,Manhattan,Apartment,90,Entire home/apt,10002,2,1,17,325,93
1918890,3/13/2012,Amazing One Bedroom Apt In Chelsea,Manhattan,Apartment,85,Entire home/apt,10011,1,1,29,249,86
1915794,3/13/2012,Charming 1 bed in Greenwich Village,Manhattan,Apartment,100,Entire home/apt,10012,1,1,3,210,100
1923644,3/14/2012,The Ideal West Village location!,Manhattan,Apartment,90,Entire home/apt,10014,1,1,6,155,90
1929442,3/15/2012,Mayor's Mansion - Fort Greene,Brooklyn,Apartment,95,Entire home/apt,11238,2,1,16,250,97
1930568,3/15/2012,Entire SOHO 1 Bedroom with Backyard,Manhattan,Apartment,95,Entire home/apt,10014,2,1,29,154,97
1933804,3/16/2012,*FABULOUS* 1BR & *Gorgeous TERRACE*,Brooklyn,Apartment,90,Entire home/apt,11211,3,1,56,200,93
1935948,3/16/2012,Studio Aptartment in Chelsea,Manhattan,Apartment,90,Entire home/apt,10001,1,1,3,250,93
1935605,3/16/2012,Midtown NYC - 1 Bedroom Apartment,Manhattan,Apartment,95,Entire home/apt,10019,2,1,101,250,97
1935529,3/16/2012,Lovely Apt steps from Central Park.,Manhattan,Apartment,100,Entire home/apt,10021,1,1,1,150,100
1934317,3/16/2012,"Stylish, Cool Apt in Harlem",Manhattan,Apartment,100,Entire home/apt,10027,1,1,2,129,100
1943161,3/17/2012,Wow Historical Brooklyn New York!@!,Brooklyn,Apartment,100,Entire home/apt,11203,6,1,4,125,100
1945674,3/17/2012,Fort Greene historic district Apt.,Brooklyn,Apartment,85,Entire home/apt,11205,1,1,13,125,85
1940613,3/17/2012,1 bed apt in heart of Ft Greene,Brooklyn,Apartment,90,Entire home/apt,11217,1,1,13,115,90
1938828,3/17/2012,NYC 1BR East Village Gem (Flex 2BR),Manhattan,Apartment,95,Entire home/apt,10003,2,1,119,149,95
1941573,3/17/2012,Amazing Studio in Exclusive TriBeCA,Manhattan,Apartment,90,Entire home/apt,10013,1,1,54,170,93
1941242,3/17/2012,Spacious West 50's 1-Br Apt,Manhattan,Apartment,90,Entire home/apt,10019,1,1,15,175,94
1938879,3/17/2012,Upper East Side Home Away From Home,Manhattan,Apartment,85,Entire home/apt,10128,1,1,12,250,87
1952186,3/18/2012,A+ ECLECTIC SUNNY Williamsburg Apt,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,5,145,85
1961191,3/18/2012,Fully furnished 1 br apt.,Brooklyn,Apartment,70,Entire home/apt,11211,1,1,6,150,73
1964249,3/18/2012,Stylish APT heart of downtown NYC!,Manhattan,Apartment,95,Entire home/apt,10002,1,1,14,130,95
1949734,3/18/2012,1 BRM East Village Haven,Manhattan,Apartment,80,Entire home/apt,10009,1,1,7,145,84
1958615,3/18/2012,Loft in heart of Greenwich Village,Manhattan,Apartment,85,Entire home/apt,10012,2,1,6,225,87
1964249,3/18/2012,Lofty hip downtown APT Little Italy,Manhattan,Apartment,95,Entire home/apt,10013,1,1,71,130,95
1962581,3/18/2012,Cozy Studio Apt - Meatpacking,Manhattan,Apartment,90,Entire home/apt,10014,1,1,8,210,94
1961411,3/18/2012,Midtown Manhattan Sweet 1BR apt,Manhattan,Apartment,85,Entire home/apt,10017,3,1,54,169,89
1971142,3/19/2012,Bright Brooklyn garden apartment!,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,62,135,93
1969981,3/19/2012,Fully furnished One Bedroom Midwood,Brooklyn,Apartment,100,Entire home/apt,11230,1,1,1,125,100
1967809,3/19/2012,NYC 2 Bedroom-Perfect for families!,Manhattan,Apartment,95,Entire home/apt,10025,2,1,13,170,97
1969093,3/19/2012,Right next to Central Park w/Piano,Manhattan,Apartment,90,Entire home/apt,10026,1,1,20,100,92
1965972,3/19/2012,Designer studio in Luxury Building,Manhattan,Apartment,95,Entire home/apt,10080,1,1,16,250,97
1974084,3/20/2012,cozy home in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,3,125,100
1976218,3/20/2012,"Williamsburg, 1 bedroom apartment",Brooklyn,Apartment,95,Entire home/apt,11211,1,1,30,125,99
1975423,3/20/2012,East Village Penthouse with Rooftop,Manhattan,Apartment,85,Entire home/apt,10003,2,1,10,275,88
1974491,3/20/2012,"Stylish, Clean 2 Bed Chelsea Home",Manhattan,Apartment,100,Entire home/apt,10011,2,1,2,230,100
1978649,3/20/2012,"{o,o} The Drowsy Owl, Art Deco Flat",Manhattan,Apartment,95,Entire home/apt,10011,2,1,58,289,95
1978356,3/20/2012,Full-floor loft + private rooftop,Manhattan,Apartment,80,Entire home/apt,10012,1,1,5,294,80
1978457,3/20/2012,LARGE 1BDR APT,Manhattan,Apartment,90,Entire home/apt,10014,1,1,40,240,93
1976313,3/20/2012,Modern 1 Bedroom in UWS,Manhattan,Apartment,100,Entire home/apt,10025,1,1,1,125,100
1979275,3/21/2012,1 Bedroom Artist's Apartment in LES,Manhattan,Apartment,90,Entire home/apt,10002,1,1,19,155,93
1984725,3/21/2012,Amazing 2 bedroom APT on lower east,Manhattan,Apartment,100,Entire home/apt,10002,2,1,9,235,100
1983098,3/21/2012,Huge  spacious 1 bedroom apt,Manhattan,Apartment,90,Entire home/apt,10010,2,1,3,350,90
1982268,3/21/2012,Sunny huge apartment just for you!,Manhattan,Apartment,100,Entire home/apt,10024,2,1,2,170,100
1981004,3/21/2012,"Large, Clean Upper East Side Studio",Manhattan,Apartment,100,Entire home/apt,10028,1,1,5,180,100
1981742,3/21/2012,Stylish Designer Studio with Piano,Manhattan,Apartment,95,Entire home/apt,10032,1,1,17,135,95
1987524,3/22/2012,Sundrenched 1 bedroom Sunset Park,Brooklyn,Apartment,100,Entire home/apt,11220,1,1,5,65,100
1989652,3/22/2012,Well come to Well Stead I,Brooklyn,Apartment,90,Entire home/apt,11233,5,1,42,200,94
1991768,3/22/2012,Serenity #3,Brooklyn,Apartment,90,Entire home/apt,11233,3,1,2,150,90
1991768,3/22/2012,Serenity#2,Brooklyn,Apartment,85,Entire home/apt,11233,4,1,14,150,86
1991515,3/22/2012,Midtown Studio heart of Manhattan,Manhattan,Apartment,100,Entire home/apt,10019,1,1,2,157,100
1993243,3/23/2012,Hidden Gem in the Heights,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,3,175,100
1994815,3/23/2012,"Big, spacious home in Williamsburg",Brooklyn,Apartment,90,Entire home/apt,11211,1,1,24,169,93
1994815,3/23/2012,"Cozy, Convenient Williamsburg Apt",Brooklyn,Apartment,90,Entire home/apt,11211,1,1,21,211,92
1995942,3/23/2012,airy comfy studio in ideal area,Manhattan,Apartment,100,Entire home/apt,10005,1,1,4,125,100
1995093,3/23/2012,Renovated Spacious 1BR Upper West,Manhattan,Apartment,95,Entire home/apt,10025,1,1,19,215,95
2000711,3/24/2012,Prime Location Williamsburg Flat,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,9,149,100
2001544,3/24/2012,Luxury waterfront apt in hip wburg,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,8,250,100
2000824,3/24/2012,Furnished Artist Live Work Studio,Brooklyn,Apartment,100,Entire home/apt,11237,3,1,1,160,100
2000820,3/24/2012,1BR+ofc w/balcony & stunning views!,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,1,180,100
1999156,3/24/2012,Oversized One Bedroom - Beekman Pl.,Manhattan,Apartment,90,Entire home/apt,10022,1,1,11,179,92
1999242,3/24/2012,Upper East Side Luxury Apartment,Manhattan,Apartment,100,Entire home/apt,10065,3,1,1,409,100
2002612,3/25/2012,Private Roofdeck & Amazing View,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,250,100
2007148,3/25/2012,Huge Union Square Studio,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,185,100
2007638,3/25/2012,★COZY 2BEDS APT PRIME EAST VILLAGE,Manhattan,Apartment,85,Entire home/apt,10003,2,1,103,199,86
2006533,3/25/2012,Great One-Bedroom in Hells Kitchen,Manhattan,Apartment,100,Entire home/apt,10019,1,1,1,200,100
2003767,3/25/2012,Aug for 12 nights on the UES!,Manhattan,Apartment,80,Entire home/apt,10021,1,1,1,150,80
2001930,3/25/2012,COZY 2/1 BDR APT IN UPPER EAST SIDE,Manhattan,Apartment,80,Entire home/apt,10128,2,1,1,199,80
2009585,3/26/2012,"Charming apt, best location!",Brooklyn,Apartment,100,Entire home/apt,11201,1,1,5,160,100
2011110,3/26/2012,Warm & lovely garden duplex in BK,Brooklyn,Apartment,80,Entire home/apt,11217,3,1,5,300,84
2008053,3/26/2012,I was there when Bushwick had soul!,Brooklyn,Apartment,95,Entire home/apt,11221,3,1,15,190,96
2011899,3/26/2012,"Sunny, Private 1 Bed apt - Sleeps 4",Brooklyn,Apartment,100,Entire home/apt,11225,1,1,1,100,100
2007928,3/26/2012,3BR/2BA Duplex - 1min to subway!,Brooklyn,Apartment,95,Entire home/apt,11233,6,1,38,239,96
2012875,3/26/2012,Entire Apt 1200 sqft 3 bedroom! :),Brooklyn,Apartment,85,Entire home/apt,11238,6,1,50,210,89
2010787,3/26/2012,Chic Bohemian Zen: Heart of the LES,Manhattan,Apartment,90,Entire home/apt,10002,3,1,23,333,90
2014583,3/26/2012,Beautiful 1 BR in Perfect Location!,Manhattan,Apartment,100,Entire home/apt,10016,1,1,2,150,100
2017752,3/27/2012,Private Entry Garden Apartment,Brooklyn,Apartment,90,Entire home/apt,11218,1,1,119,80,93
2020431,3/27/2012,Soho Loft!  READ OUR REVIEWS!,Manhattan,Apartment,95,Entire home/apt,10013,1,1,46,250,96
2017651,3/27/2012,Cozy Charmer Near Grand Central,Manhattan,Apartment,90,Entire home/apt,10016,2,1,21,150,93
2014930,3/27/2012,Charming Private UWS 2 Bedroom Apt,Manhattan,Apartment,100,Entire home/apt,10025,1,1,4,175,100
2018042,3/27/2012,PrivateGardenLoft 7 min 2 Manhattan,Queens,Apartment,100,Entire home/apt,11101,1,1,24,175,100
2024938,3/28/2012,Beautiful SoHo / NoLiTa One Bedroom,Manhattan,Apartment,100,Entire home/apt,10012,2,1,2,220,100
2027134,3/28/2012,Nolita apt. with private garden,Manhattan,Apartment,95,Entire home/apt,10012,1,1,37,239,98
2028325,3/29/2012,Amazing 1BR Apt - Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,160,100
2030662,3/29/2012,Prospect Park: large 1 bedroom,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,6,175,90
2031458,3/29/2012,Entire 1 bedroom apt S Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,4,155,90
2032340,3/29/2012,Cozy apartment near Times Square,Manhattan,Apartment,95,Entire home/apt,10036,1,1,12,259,95
2032408,3/29/2012,Luxurious 1BR Best Views in NYC!,Manhattan,Apartment,100,Entire home/apt,10280,2,1,1,250,100
2038461,3/30/2012,The Real Brooklyn Experience,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,120,100
2037149,3/30/2012,2 Bedroom Apartment in Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11218,2,1,23,148,95
2035021,3/30/2012,Fort Greene 2 Bed Lux Apt,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,18,195,93
2038601,3/30/2012,*Amazing Lower East Side Apartment*,Manhattan,Apartment,95,Entire home/apt,10002,1,1,12,249,98
2037690,3/30/2012,VILLAGE! Brownstone for Family,Manhattan,Apartment,90,Entire home/apt,10003,2,1,13,350,93
2039658,3/30/2012,Great Studio !  Amazing Location !!,Manhattan,Apartment,95,Entire home/apt,10065,1,1,7,240,99
2035021,3/30/2012,Beautiful One Bedroom Apt,Staten Island,Apartment,90,Entire home/apt,10301,2,1,13,100,91
2042927,3/31/2012,1 full block from Prospect Park!,Brooklyn,Apartment,90,Entire home/apt,11215,3,1,8,125,93
2044557,3/31/2012,"New 1Br Condo, 2 stops to Midtown",Manhattan,Apartment,90,Entire home/apt,10030,1,1,33,114,91
2044334,3/31/2012,BEST LOCATION: 3 MIN WALK TIMES SQ,Manhattan,Apartment,85,Entire home/apt,10036,3,1,3,150,87
2045401,3/31/2012,Upper East Side Studio with patio!,Manhattan,Apartment,90,Entire home/apt,10128,2,1,9,199,93
2050902,4/1/2012,Real 1 Br only 3 blocks to L Train!,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,26,89,96
2051184,4/1/2012,Charming Park Slope Apartment,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,46,130,94
2051075,4/1/2012,Brownstone Sunny & Spacious top fl,Brooklyn,Apartment,95,Entire home/apt,11216,2,1,33,175,97
2051075,4/1/2012,Super cute studio apt,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,9,150,91
2048347,4/1/2012,"Sunny Studio, Amazing Neighborhood",Brooklyn,Apartment,80,Entire home/apt,11238,1,1,1,95,80
2049130,4/1/2012,"Huge, Modern 1 Bedroom in Chelsea!",Manhattan,Apartment,100,Entire home/apt,10001,2,1,2,260,100
2045519,4/1/2012,Modern/Sunny/Large 1 bdrm Flatiron,Manhattan,Apartment,90,Entire home/apt,10010,2,1,3,279,91
2047776,4/1/2012,"""Simple Perfect Soho""",Manhattan,Apartment,95,Entire home/apt,10012,1,1,33,275,99
2050523,4/1/2012,Gorgeous Apartment by Bryant Park,Manhattan,Apartment,95,Entire home/apt,10018,1,1,25,260,99
2050056,4/1/2012,Midtown Manhattan 1 Bedroom Apt,Manhattan,Apartment,100,Entire home/apt,10019,1,1,6,195,100
2045646,4/1/2012,"Sunny, spacious, great location!",Manhattan,Apartment,90,Entire home/apt,10022,1,1,4,115,90
2050338,4/1/2012,Cozy 2 BR apartment in Queens,Queens,Apartment,90,Entire home/apt,11418,2,1,20,95,94
2051961,4/2/2012,Morocco in Brooklyn...amazing!,Brooklyn,Apartment,90,Entire home/apt,11206,1,1,6,105,90
2052364,4/2/2012,"Nice Duplex in Williamsburg, BK.",Brooklyn,Apartment,100,Entire home/apt,11211,1,1,2,250,100
2052361,4/2/2012,"Brookyn apartment, 20 min from Manh",Brooklyn,Apartment,90,Entire home/apt,11226,2,1,7,100,91
2058433,4/2/2012,Stunning 1 Bedroom Apt with a View,Brooklyn,Apartment,100,Entire home/apt,11231,1,1,4,185,100
2057386,4/2/2012,"My loft, your loft!",Brooklyn,Apartment,95,Entire home/apt,11237,3,1,3,119,99
2058589,4/2/2012,Midtown East Sutton Area Entire Apt,Manhattan,Apartment,90,Entire home/apt,10022,1,1,7,250,94
2057949,4/2/2012,DELUXE UPPER WEST SIDE APT $210PER,Manhattan,Apartment,90,Entire home/apt,10023,1,1,3,210,93
2057434,4/2/2012,Designer Apartment near everything!,Manhattan,Apartment,100,Entire home/apt,10036,2,1,3,399,100
2057381,4/2/2012,Sun filled Upper East Side studio,Manhattan,Apartment,80,Entire home/apt,10128,1,1,12,170,84
2062463,4/3/2012,ENTIRE APT IN WILLIAMSBURG,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,3,200,90
2065606,4/3/2012,"Location, Location, Park Slope",Brooklyn,Apartment,100,Entire home/apt,11217,1,1,1,175,100
2066616,4/3/2012,Comfortable East Village 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10003,2,1,98,184,93
2059656,4/3/2012,Amazing 2 Bed / 2 Bath West Village,Manhattan,Apartment,100,Entire home/apt,10014,2,1,6,380,100
2066211,4/3/2012,Glamorous APT In Luxury Building,Manhattan,Apartment,100,Entire home/apt,10019,2,1,1,225,100
2059160,4/3/2012,Modern Luxury Doorman Building Apt,Manhattan,Apartment,80,Entire home/apt,10280,1,1,12,160,84
2066705,4/4/2012,4 Bed/2 BA Bright & Airy Townhouse,Brooklyn,Apartment,95,Entire home/apt,11238,4,1,12,257,98
2071644,4/4/2012,Stylish 1BR in Lower East Side,Manhattan,Apartment,90,Entire home/apt,10002,1,1,21,140,91
2071647,4/4/2012,PERFECT DOWNTOWN APARTMENT!,Manhattan,Apartment,95,Entire home/apt,10003,1,1,38,300,96
2068923,4/4/2012,The Ultimate Luxury in Tribeca,Manhattan,Apartment,95,Entire home/apt,10013,3,1,12,"1,000",96
2069207,4/4/2012,SPECIAL SEPT ON WHOLE APT MANHATTAN,Manhattan,Apartment,90,Entire home/apt,10016,1,1,1,193,91
2069821,4/4/2012,1 BR on UWS next to Central Park,Manhattan,Apartment,100,Entire home/apt,10024,3,1,2,195,100
2077230,4/5/2012,Sunny spacious LES / Chinatown Loft,Manhattan,Apartment,100,Entire home/apt,10002,1,1,1,180,100
2076206,4/5/2012,"Charming Home, Best West Village St",Manhattan,Apartment,95,Entire home/apt,10014,1,1,21,199,95
2079924,4/5/2012,Cozy Studio - Heart of West Village,Manhattan,Apartment,85,Entire home/apt,10014,1,1,6,204,88
2074433,4/5/2012,Apt Lincoln Center And Central Park,Manhattan,Apartment,95,Entire home/apt,10023,2,1,33,230,95
2085405,4/6/2012,Bright Brooklyn Apartment,Brooklyn,Apartment,100,Entire home/apt,11220,1,1,1,68,100
2085639,4/6/2012,Stylish Loft w/Lovely Backyard,Brooklyn,Apartment,90,Entire home/apt,11221,1,1,76,125,91
2082420,4/6/2012,Hippest Greenpoint Apt Fits Four!,Brooklyn,Apartment,90,Entire home/apt,11222,3,1,10,185,90
2082481,4/6/2012,Chelsea Penn Station Area 1 BR Apt,Manhattan,Apartment,95,Entire home/apt,10001,1,1,7,180,97
2085897,4/6/2012,The Crash Pad NYC,Manhattan,Apartment,85,Entire home/apt,10002,2,1,27,179,85
2085897,4/6/2012,Crash Pad Too,Manhattan,Apartment,85,Entire home/apt,10003,3,1,12,220,88
2085897,4/6/2012,Manhattan Beach House,Manhattan,Apartment,90,Entire home/apt,10003,3,1,23,260,92
2085897,4/6/2012,The Good Vibes House,Manhattan,Apartment,90,Entire home/apt,10003,2,1,39,180,92
2083000,4/6/2012,~ Your Harlem Home Away From Home ~,Manhattan,Apartment,100,Entire home/apt,10035,1,1,2,70,100
2081307,4/6/2012,Beautiful and sunny home on UES,Manhattan,Apartment,90,Entire home/apt,10075,1,1,44,165,90
2084273,4/6/2012,**NEW XL STUDIO WITH OUTDOOR UES**,Manhattan,Apartment,95,Entire home/apt,10128,1,1,34,199,96
2089086,4/7/2012,Entire sunny floor in Williamsburg!,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,15,200,96
2090639,4/7/2012,Heart of Lower East Side 1br,Manhattan,Apartment,100,Entire home/apt,10002,1,1,1,100,100
2090977,4/7/2012,Beautiful Midtown apartment/home,Manhattan,Apartment,95,Entire home/apt,10018,2,1,42,450,96
2089317,4/7/2012,Super Nice & Sunny 1BDR,Manhattan,Apartment,100,Entire home/apt,10019,1,1,3,195,100
2093070,4/8/2012,99 Walkscore Sunny spacious 1.5BR,Brooklyn,Apartment,80,Entire home/apt,11206,2,1,7,125,83
2096690,4/8/2012,Brownstone Beauty with Deck,Brooklyn,Apartment,100,Entire home/apt,11221,3,1,3,150,100
2096690,4/8/2012,Garden Brownstone -We love Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11221,4,1,21,250,91
2095964,4/8/2012,Sunny Studio in Prime Greenpoint Wb,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,5,99,96
2096546,4/8/2012,West Village at its best!,Manhattan,Apartment,90,Entire home/apt,10014,1,1,10,260,90
2095050,4/8/2012,Classic NY 2 BR on Treelined Street,Manhattan,Apartment,100,Entire home/apt,10016,2,1,4,220,100
2093832,4/8/2012,A full furnished 1 bedroom apt :),Queens,Apartment,100,Entire home/apt,11375,3,1,2,95,100
2097004,4/8/2012,Cozy 1 Bedroom Apt near Subway,Queens,Apartment,95,Entire home/apt,11692,1,1,4,77,95
2103941,4/9/2012,"Spacious, Well-Lit Comfortable Apt!",Brooklyn,Apartment,100,Entire home/apt,11225,3,1,11,130,100
2102781,4/9/2012,Awesome Williamsburg apartment!,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,12,200,91
2101972,4/9/2012,Exposed Brick 2 Bdr Apt in Flatiron,Manhattan,Apartment,90,Entire home/apt,10010,3,1,34,319,90
2103888,4/9/2012,"Chic, Spacious Loft + Backyard",Manhattan,Apartment,95,Entire home/apt,10016,2,1,75,260,98
2107234,4/10/2012,LOFTY Brooklyn 2BR - 10 mins to NYC,Brooklyn,Apartment,90,Entire home/apt,11201,2,1,39,185,94
2107905,4/10/2012,Sunny new condo apt McCarren Park,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,3,280,100
2108126,4/10/2012,Light & Airy East Village 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10009,1,1,25,185,97
2111607,4/10/2012,2BR Perfect location in the Village,Manhattan,Apartment,85,Entire home/apt,10012,2,1,31,230,86
2108853,4/10/2012,luxury 1 BedRoom Apt Hells Kitchen,Manhattan,Apartment,95,Entire home/apt,10018,1,1,17,307,98
2105276,4/10/2012,Cozy & SPacious in d heart Astoria,Queens,Apartment,90,Entire home/apt,11103,1,1,30,130,94
2109258,4/10/2012,Amazing 1BR Astoria Apartment!,Queens,Apartment,95,Entire home/apt,11103,1,1,13,129,95
2118226,4/11/2012,Large One Bedroom Apt. Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11206,1,1,9,132,94
2120259,4/11/2012,1 Bedroom In Brooklyn NYC $95 FOR 2,Brooklyn,Apartment,95,Entire home/apt,11213,1,1,7,95,97
2120259,4/11/2012,Entire Apartment $95 for 2 guests,Brooklyn,Apartment,95,Entire home/apt,11213,1,1,21,95,95
2117078,4/11/2012,"1 br. duplex, Park Slope, Brooklyn",Brooklyn,Apartment,90,Entire home/apt,11215,1,1,42,140,91
2117887,4/11/2012,SALE 1 bdr balcony Bushwick L train,Brooklyn,Apartment,95,Entire home/apt,11237,2,1,11,130,98
2120646,4/11/2012,"Private, light-filled 1 bdrm",Brooklyn,Apartment,90,Entire home/apt,11238,2,1,2,99,90
2119428,4/11/2012,Heart of E. Village Studio,Manhattan,Apartment,100,Entire home/apt,10009,1,1,7,139,100
2120345,4/11/2012,Quintessential West Village space!,Manhattan,Apartment,90,Entire home/apt,10014,2,1,3,299,93
2117999,4/11/2012,Charming Apartment in Hells Kitchen,Manhattan,Apartment,90,Entire home/apt,10019,1,1,60,180,92
2117999,4/11/2012,Hell's kitchen super cute apartment,Manhattan,Apartment,100,Entire home/apt,10019,1,1,2,200,100
2119276,4/11/2012,ColumbusCircle~Luxury24H DM~River V,Manhattan,Apartment,60,Entire home/apt,10019,1,1,1,250,60
2115753,4/11/2012,2 Story Upper West Side Apartment,Manhattan,Apartment,95,Entire home/apt,10025,2,1,16,299,95
2124690,4/12/2012,Zen Holiday Getaway,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,1,129,100
2128805,4/12/2012,Gramercy Studio w/ Private Garden,Manhattan,Apartment,100,Entire home/apt,10003,1,1,3,150,100
2124483,4/12/2012,UWS 1BD steps from Central Park,Manhattan,Apartment,100,Entire home/apt,10023,1,1,1,152,100
2127723,4/12/2012,View of Empire State Building!,Queens,Apartment,95,Entire home/apt,11377,1,1,13,120,98
2131681,4/13/2012,Sunny 1-bedroom in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,9,150,100
2132519,4/13/2012,Sweet Studio in the East Village,Manhattan,Apartment,80,Entire home/apt,10009,1,1,19,150,84
2135480,4/13/2012,Walk to Central Park & Museum Mile,Manhattan,Apartment,90,Entire home/apt,10128,1,1,94,150,91
2141305,4/14/2012,POST CARD VIEWS of Park and Skyline,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,60,162,99
2139796,4/14/2012,Large Studio in Luxury Building,Manhattan,Apartment,100,Entire home/apt,10005,1,1,1,175,100
2136732,4/14/2012,Modern 1 Bedroom Apt in Nolita/Soho,Manhattan,Apartment,90,Entire home/apt,10012,1,1,3,250,93
2140656,4/14/2012,Charming 1Bedroom Greenwich Village,Manhattan,Apartment,90,Entire home/apt,10012,1,1,2,150,90
2141109,4/14/2012,Lux One-bed Central Park View UWS,Manhattan,Apartment,95,Entire home/apt,10025,2,1,8,250,97
2140489,4/14/2012,Fantastic trendy and cozy 1 bedroom,Manhattan,Apartment,100,Entire home/apt,10128,1,1,4,130,100
2135948,4/14/2012,Quiet 1Bdrm 2.5 Blocks to N/Q Train,Queens,Apartment,90,Entire home/apt,11102,1,1,7,100,92
2145352,4/15/2012,Garden Apt - Prime Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,27,165,99
2145849,4/15/2012,Brooklyn 2/3Br sleeps 2-6 people,Brooklyn,Apartment,100,Entire home/apt,11216,2,1,1,150,100
2148262,4/15/2012,Prime Chelsea. Charming Retreat.,Manhattan,Apartment,95,Entire home/apt,10011,1,1,64,250,97
2149806,4/16/2012,Cozy Apartment in Williamsburg,Brooklyn,Apartment,80,Entire home/apt,11206,,1,2,110,80
2153455,4/16/2012,Beautiful Large Williamsburg Studio,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,10,145,98
2154348,4/16/2012,PRIME WILLIAMSBURG Gorgeous One Bed,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,6,149,96
2155650,4/16/2012,Beautiful 1 Bedroom in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,12,250,93
2155917,4/16/2012,Modern duplex apt with backyard,Brooklyn,Apartment,85,Entire home/apt,11216,3,1,5,300,88
2151706,4/16/2012,"Huge, Stylish, Close to Everything",Manhattan,Apartment,85,Entire home/apt,10011,1,1,99,230,86
2151425,4/16/2012,"Huge, gorgeous one-bedroom",Manhattan,Apartment,95,Entire home/apt,10014,1,1,7,209,96
2156727,4/16/2012,"STUDIO Upper East Side, MANHATTAN",Manhattan,Apartment,95,Entire home/apt,10029,2,1,12,99,95
2153123,4/16/2012,Spacious and Snazzy Home in Harlem,Manhattan,Apartment,100,Entire home/apt,10030,3,1,8,350,100
